Linea;Origen;Destino;Solucion 1
Llobregat - Anoia;MOLÍ NOU;LA BEGUDA;"Entrada per CARRER EDUARD TOLDRÀ: Accedeixi a l'estació per CARRER EDUARD TOLDRÀ, travessant la passera o passadís, vagi fins VESTÍBUL , passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, fent servir l'ascensor, vagi fins VESTÍBUL , passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(11 parades). Baixi a LA BEGUDA(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per CAMÍ DE L'ESTACIÓ: Surti de l'estació per CAMÍ DE L'ESTACIÓ.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;ILDEFONS CERDÀ;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 2, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(9 parades). Baixi a ILDEFONS CERDÀ. 
 Per sortir per GRAN VIA - ALHAMBRA: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per GRAN VIA - ALHAMBRA, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;MOLÍ NOU;PIERA;"Entrada per CARRER EDUARD TOLDRÀ: Accedeixi a l'estació per CARRER EDUARD TOLDRÀ, travessant la passera o passadís, vagi fins VESTÍBUL , passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, fent servir l'ascensor, vagi fins VESTÍBUL , passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(14 parades). Baixi a PIERA. 
 Per sortir per C. DE L'ESTACIÓ: Surti de l'estació per C. DE L'ESTACIÓ, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís.
 Per sortir per C. ABAT MARCET: Surti de l'estació per C. ABAT MARCET, fent servir l'ascensor o mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;MOLÍ NOU;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 2, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(1 parada). Baixi a MOLÍ NOU. 
 Per sortir per CARRER EDUARD TOLDRÀ: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER EDUARD TOLDRÀ, travessant la passera o passadís, passant per la validadora.
 Per sortir per APARCAMENT: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per APARCAMENT, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;MOLÍ NOU;CAPELLADES;"Entrada per CARRER EDUARD TOLDRÀ: Accedeixi a l'estació per CARRER EDUARD TOLDRÀ, travessant la passera o passadís, vagi fins VESTÍBUL , passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 Entrada per APARCAMENT: Accedeixi a l'estació per APARCAMENT, fent servir l'ascensor, vagi fins VESTÍBUL , passant per la validadora. Accedeixi a l'andana de la via 1, fent servir l'ascensor, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de la línia R6(16 parades). Baixi a CAPELLADES. 
 Per sortir per APARCAMENT: Surti de l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;ST. VICENÇ DELS HORTS;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(2 parades). Baixi a ST. VICENÇ DELS HORTS. 
 Per sortir per CARRER ANSELM CLAVÉ: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Surti de l'estació per CARRER ANSELM CLAVÉ, passant per la validadora.
 Per sortir per CARRER FERRÉS I COSTA: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, mitjançant rampa i travessant la passera o passadís, passant per la validadora. Surti de l'estació per CARRER FERRÉS I COSTA, mitjançant rampa, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;MAGORIA - LA CAMPANA;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 2, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(10 parades). Baixi a MAGORIA - LA CAMPANA. 
 Per sortir per GRAN VIA - MN. AMADEO OLLER: Dirigeixis cap a VESTÍBUL  seguint indicador sortida. Surti de l'estació per GRAN VIA - MN. AMADEO OLLER , fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;ELS QUATRE CAMINS;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(4 parades). Baixi a ELS QUATRE CAMINS. 
 Per sortir per APARCAMENT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor o mitjançant rampa. Surti de l'estació per APARCAMENT, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;ST. JOSEP;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 2, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(6 parades). Baixi a ST. JOSEP. 
 Per sortir per CARRER S. COMPOSTEL·LA - AV. CARRILET: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER S. COMPOSTEL·LA - AV. CARRILET, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;SANT ANDREU DE LA BARCA;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(6 parades). Baixi a SANT ANDREU DE LA BARCA. 
 Per sortir per PG RAFAEL DE CASANOVA (EST): Dirigeixis cap a VESTÍBUL INFERIOR seguint indicador sortida, passant per la validadora. Surti de l'estació per PG RAFAEL DE CASANOVA (EST), fent servir l'ascensor.
 Per sortir per PG RAFAEL DE CASANOVA (OEST): Dirigeixis cap a VESTÍBUL INFERIOR seguint indicador sortida, passant per la validadora. Surti de l'estació per PG RAFAEL DE CASANOVA (OEST), fent servir l'ascensor.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;L'HOSPITALET - AV. CARRILET;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 2, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(5 parades). Baixi a L'HOSPITALET - AV. CARRILET. 
 Per sortir per AVDA. CARRILET - PL. MARE DE DÉU DE MONTSERRAT: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per AVDA. CARRILET - PL. MARE DE DÉU DE MONTSERRAT, fent servir l'ascensor, passant per la validadora.
 Per sortir per METRO L 1: Dirigeixis cap a VESTÍBUL  seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per METRO L 1, travessant la passera o passadís, passant per la validadora.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;COLÒNIA GÜELL;EL PALAU;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(7 parades). Baixi a EL PALAU. 
 Per sortir per CARRER PARC VALL PALAU: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Surti de l'estació per CARRER PARC VALL PALAU, fent servir l'ascensor o mitjançant rampa, passant per la validadora.
 Per sortir per CARRER ANOIA: Dirigeixis cap a VESTÍBUL ANDANA VIA 1 seguint indicador sortida. Vagi de VESTÍBUL ANDANA VIA 1 fins a VESTÍBUL ANDANA VIA 2, fent servir l'ascensor o mitjançant rampa i travessant la passera o passadís, passant per la validadora. Surti de l'estació per CARRER ANOIA, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;CORNELLÀ - RIERA;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 2, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(3 parades). Baixi a CORNELLÀ - RIERA. 
 Per sortir per EDICLE SUD (VORERA LATERAL): Surti de l'estació per EDICLE SUD (VORERA LATERAL), fent servir l'ascensor, passant per la validadora.
 Aquest recorregut es pot realitzar amb qualsevol comboi (3 cotxes i 6 cotxes)."
Llobregat - Anoia;COLÒNIA GÜELL;CASTELLBELL I EL VILAR;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S4(12 parades). Baixi a OLESA DE MONTSERRAT. Accedeixi a qualsevol comboi de la línia R5(3 parades). Baixi a CASTELLBELL I EL VILAR(Només s'utilitza una andana per als dos sentits de circulació). 
 Per sortir per CAMÍ DE L'ESTACIÓ: Surti de l'estació per CAMÍ DE L'ESTACIÓ.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;SANT BOI;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 2, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2, situïs a l'embarcament PMR.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(2 parades). Baixi a SANT BOI. 
 Per sortir per CARRER TORRES I BAGES: Dirigeixis cap a VESTÍBUL INFERIOR seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER TORRES I BAGES, fent servir l'ascensor o mitjançant rampa, passant per la validadora.
 Per sortir per APARCAMENT: Dirigeixis cap a VESTÍBUL INFERIOR seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per APARCAMENT, mitjançant rampa i travessant la passera o passadís, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;MANRESA - BAIXADOR;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de la línia S4(12 parades). Baixi a OLESA DE MONTSERRAT. Accedeixi a qualsevol comboi de la línia R5(7 parades). Baixi a MANRESA - BAIXADOR(Només s'utilitza una andana per als dos sentits de circulació. És final de línia.). 
 Per sortir per CARRER PRIMER DE MAIG: Dirigeixis cap a VESTÍBUL NIVELL ANDANES seguint indicador sortida. Surti de l'estació per CARRER PRIMER DE MAIG, fent servir l'ascensor, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;CAN ROS;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S33,S4 o S8(3 parades). Baixi a CAN ROS. 
 Per sortir per CARRER LLOBREGAT: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER LLOBREGAT, passant per la validadora.
 Per sortir per CARRER BADAJOZ / AVINGUDA FERROCARRIL: Dirigeixis cap a VESTÍBUL seguint indicador sortida, fent servir l'ascensor. Surti de l'estació per CARRER BADAJOZ / AVINGUDA FERROCARRIL, mitjançant rampa, passant per la validadora.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
Llobregat - Anoia;COLÒNIA GÜELL;SANT ESTEVE SESROVIRES;"Entrada per CAMÍ TORRE SALVANA: Accedeixi a l'estació per CAMÍ TORRE SALVANA, vagi fins VESTÍBUL PRINCIPAL, passant per la validadora. Accedeixi a l'andana de la via 1, mitjançant rampa, situïs a l'embarcament PMR.
 Entrada per COLÒNIA GÜELL: Accedeixi a l'estació per COLÒNIA GÜELL, vagi fins VESTÍBUL ANDANA VIA 2, passant per la validadora. Accedeixi a l'andana de la via 2. Vagi de l'andana de la via 2 fins l'andana de la via 1, mitjançant rampa i travessant la passera o passadís.
 ITINERARI: Accedeixi a qualsevol comboi de les línies S4 o S8(10 parades). Baixi a MARTORELL - ENLLAÇ. Accedeixi a qualsevol comboi de la línia R6(1 parada). Baixi a SANT ESTEVE SESROVIRES. 
 Per sortir per PASSEIG DE L'ESTACIÓ: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per PASSEIG DE L'ESTACIÓ, fent servir l'ascensor i travessant la passera o passadís.
 Per sortir per CARRER VALLSERRAT - CARRER CONSTITUCIÓ: Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per CARRER VALLSERRAT - CARRER CONSTITUCIÓ, fent servir l'ascensor o mitjançant rampa.
 Per sortir per CARRER VALLSERRAT - CARRER CONSTITUCIÓ (ESTACIONAMENT): Dirigeixis cap a VESTÍBUL VIA 1 seguint indicador sortida. Surti de l'estació per CARRER VALLSERRAT - CARRER CONSTITUCIÓ (ESTACIONAMENT), fent servir l'ascensor o mitjançant rampa.
 Aquest recorregut només es pot realitzar amb combois de 3 cotxes."
